"","...1","...2","Province","Date","GID_1","Species","Slaughter","...8","totalRainfall","averageRainfall","stddevRainfall","wetDays","SDII","rollsum","rollsumPred","CowPop","Dep","dist2Cities","NDP_.livelihood","rollsumSTD","rollsumPredSTD","DepSTD","NDPSTD","DcitSTD","Month"
"180",180,180,"Free State","Nov 2014","ZAF.2_1","Cattle",31963,302,27612.0969864167,3.82280174254696,6.78131363058303,20,1380.60484932084,116282.054285921,103194.601306956,2321420,76.8771820068359,74113.70703125,0.002,0.0274162817640345,-0.150999323642046,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"181",181,181,"Free State","Nov 2015","ZAF.2_1","Cattle",51796,199,6741.58193408325,0.933349291718573,2.55676675473297,18,374.532329671292,124065.11635929,102249.012127675,2321420,76.8771820068359,74113.70703125,0.002,0.115678431325162,-0.161468358762367,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"182",182,182,"Free State","Nov 2016","ZAF.2_1","Cattle",49434,234,15904.4393184967,2.2019160069911,3.83870947620077,27,589.053308092472,93086.1547432616,118244.618417667,2321420,76.8771820068359,74113.70703125,0.002,-0.235631852163141,0.0156260578087609,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"183",183,183,"Free State","Nov 2017","ZAF.2_1","Cattle",47308,299,8920.0891504325,1.23495627169216,3.18682866438475,24,371.670381268021,125228.968585732,130379.61947494,2321420,76.8771820068359,74113.70703125,0.002,0.128876848388898,0.149978010049069,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"184",184,184,"Free State","Nov 2018","ZAF.2_1","Cattle",46766,206,6589.4397713244,0.912285722182527,2.1579852523627,23,286.49738136193,132710.268854048,123162.547231724,2321420,76.8771820068359,74113.70703125,0.002,0.213716932788737,0.070074618136773,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"185",185,185,"Free State","Nov 2019","ZAF.2_1","Cattle",44135,182,9885.06313850782,1.36855366724461,2.96792558701948,21,470.717292309896,119866.92386454,152608.085169198,2321420,76.8771820068359,74113.70703125,0.002,0.06806972791704,0.396079163830212,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"186",186,186,"Free State","Nov 2020","ZAF.2_1","Cattle",41155,259,22536.0311961137,3.12003754618769,6.77708770892398,27,834.667822078284,139957.117111592,142695.133959572,2321420,76.8771820068359,74113.70703125,0.002,0.295898264342383,0.286328506109588,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"187",187,187,"Free State","Nov 2021","ZAF.2_1","Cattle",41067,187,12782.8446466317,1.7697417481146,4.15641444252648,21,608.706887934845,152448.320509054,179768.853435726,2321420,76.8771820068359,74113.70703125,0.002,0.437552082861656,0.696788016160108,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"188",188,188,"Free State","Nov 2022","ZAF.2_1","Cattle",43017,205,29964.2998825293,4.14845630382518,6.15306754256787,27,1109.78888453812,162587.398199828,128440.849532023,2321420,76.8771820068359,74113.70703125,0.002,0.552532123251802,0.128513032374459,0.43600300068317,-0.252116366600983,-0.242208584229183,"Nov"
"189",189,189,"Free State","Oct 2015","ZAF.2_1","Cattle",49203,197,6378.70401179418,0.855512877118318,2.18386913043862,19,335.721263778641,127880.171930686,93086.1547432616,2321420,76.8771820068359,74113.70703125,0.002,0.158942252460384,-0.262914396705449,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"190",190,190,"Free State","Oct 2016","ZAF.2_1","Cattle",47796,225,7651.04258329794,1.02615914475562,2.75362302487073,18,425.05792129433,91813.8161717578,125228.968585732,2321420,76.8771820068359,74113.70703125,0.002,-0.250060535402699,0.0929528809199181,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"191",191,191,"Free State","Oct 2017","ZAF.2_1","Cattle",41464,290,10590.981016567,1.42046419213613,3.2045849012773,20,529.549050828349,122289.030152462,132710.268854048,2321420,76.8771820068359,74113.70703125,0.002,0.0955371058490498,0.175781657909746,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"192",192,192,"Free State","Oct 2018","ZAF.2_1","Cattle",44198,238,6859.52343224734,0.920000460333602,2.85633406684196,15,457.301562149823,136441.726438367,119866.92386454,2321420,76.8771820068359,74113.70703125,0.002,0.256032728844775,0.0335873173825159,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"193",193,193,"Free State","Oct 2019","ZAF.2_1","Cattle",44768,185,2780.08573449403,0.372865575978277,1.40075282102806,20,139.004286724702,123946.361562294,139957.117111592,2321420,76.8771820068359,74113.70703125,0.002,0.114331717968034,0.256014713217704,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"194",194,194,"Free State","Oct 2020","ZAF.2_1","Cattle",39016,250,14786.3552665348,1.98314850677773,6.74269517771376,18,821.464181474153,127950.847579552,152448.320509054,2321420,76.8771820068359,74113.70703125,0.002,0.159743734528975,0.394310338768883,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"195",195,195,"Free State","Oct 2021","ZAF.2_1","Cattle",39271,237,13665.9298753627,1.83287686096602,5.23375995566609,16,854.120617210167,153568.745900226,162587.398199828,2321420,76.8771820068359,74113.70703125,0.002,0.450258027195067,0.506564542558607,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"196",196,196,"Free State","Oct 2022","ZAF.2_1","Cattle",35550,222,13653.8205532227,1.83125275660175,3.62052760631871,26,525.146944354718,162599.507521968,147969.329590242,2321420,76.8771820068359,74113.70703125,0.002,0.552669446427659,0.344721453595417,0.43600300068317,-0.252116366600983,-0.242208584229183,"Oct"
"197",197,197,"Free State","Sep 2015","ZAF.2_1","Cattle",41225,201,5850.7175990995,0.810012127800014,2.23066683970278,19,307.932505215763,124254.906620355,91813.8161717578,2321420,76.8771820068359,74113.70703125,0.002,0.117830707158176,-0.277001018551248,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"198",198,198,"Free State","Sep 2016","ZAF.2_1","Cattle",42701,216,3442.9165354073,0.476660187651572,1.96693871778356,14,245.92260967195,94221.61723545,122289.030152462,2321420,76.8771820068359,74113.70703125,0.002,-0.222755382804186,0.0604035250433147,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"199",199,199,"Free State","Sep 2017","ZAF.2_1","Cattle",41060,282,4941.95263285749,0.684196681829916,2.06477651225308,9,549.105848095276,120789.994055012,136441.726438367,2321420,76.8771820068359,74113.70703125,0.002,0.0785376078387005,0.217094271628448,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"200",200,200,"Free State","Sep 2018","ZAF.2_1","Cattle",38287,229,3844.48729414865,0.532256305433844,1.83614980215137,14,274.606235296332,137539.191777076,123946.361562294,2321420,76.8771820068359,74113.70703125,0.002,0.268478299617585,0.0787525725109833,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"201",201,201,"Free State","Sep 2019","ZAF.2_1","Cattle",39854,177,1755.79395977221,0.243083754641038,1.02817168861307,16,109.737122485763,126035.05489667,127950.847579552,2321420,76.8771820068359,74113.70703125,0.002,0.138018097663863,0.123088004506284,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"202",202,202,"Free State","Sep 2020","ZAF.2_1","Cattle",39090,321,2710.9801864623,0.375326067625958,1.37095235410361,19,142.683167708542,126995.661352862,153568.745900226,2321420,76.8771820068359,74113.70703125,0.002,0.148911649572681,0.406715062751445,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"203",203,203,"Free State","Sep 2021","ZAF.2_1","Cattle",37764,228,7177.03901885077,0.993636857102419,3.4347829238547,15,478.469267923385,149102.687067837,162599.507521968,2321420,76.8771820068359,74113.70703125,0.002,0.399611642918899,0.506698610208221,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"204",204,204,"Free State","Sep 2022","ZAF.2_1","Cattle",32605,226,2765.19167775106,0.38283146583844,1.31195303761172,24,115.216319906294,167011.354863068,150921.474373994,2321420,76.8771820068359,74113.70703125,0.002,0.602701056890259,0.37740595136523,0.43600300068317,-0.252116366600983,-0.242208584229183,"Sep"
"205",205,205,"Gauteng","Apr 2015","ZAF.3_1","Cattle",32819,428,1244.56960752606,0.933660620799748,3.2692297074902,19,65.5036635540034,26535.1595338806,25601.2830631118,299695,51.8874664306641,27960.166015625,0.002,-0.990339168800235,-1.01006919414823,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"206",206,206,"Gauteng","Apr 2016","ZAF.3_1","Cattle",33407,373,783.426257029176,0.587716621927364,2.57179155197847,13,60.2635582330135,26062.4264136087,34256.8008764759,299695,51.8874664306641,27960.166015625,0.002,-0.995700097567166,-0.914240136500212,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"207",207,207,"Gauteng","Apr 2017","ZAF.3_1","Cattle",31589,440,2545.75839275867,1.90979624362991,4.31450343828476,14,181.839885197048,32494.4687407464,28893.0456845341,299695,51.8874664306641,27960.166015625,0.002,-0.922758898266723,-0.973624637414167,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"208",208,208,"Gauteng","Apr 2018","ZAF.3_1","Cattle",33439,506,1613.36682569236,1.21032770119457,3.13046018357953,18,89.631490316242,29825.4372516004,31035.0485740679,299695,51.8874664306641,27960.166015625,0.002,-0.953026478591492,-0.949909578094846,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"209",209,209,"Gauteng","Apr 2019","ZAF.3_1","Cattle",37860,412,4055.54606576437,3.04242015436187,4.76529761412047,20,202.777303288218,28592.8693339959,27384.5804410529,299695,51.8874664306641,27960.166015625,0.002,-0.967004151242992,-0.990325521855119,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"210",210,210,"Gauteng","Apr 2020","ZAF.3_1","Cattle",30662,438,3279.76728530228,2.46044057412024,8.54618734586563,12,273.313940441857,28160.359221515,37585.5272554221,299695,51.8874664306641,27960.166015625,0.002,-0.971908939599378,-0.877386337693396,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"211",211,211,"Gauteng","Apr 2021","ZAF.3_1","Cattle",32921,384,1331.4246057272,0.998818158835106,3.77408354821646,11,121.038600520654,39533.8699349972,34283.0668239482,299695,51.8874664306641,27960.166015625,0.002,-0.842930075732509,-0.913949334603806,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"212",212,212,"Gauteng","Apr 2022","ZAF.3_1","Cattle",32761,355,3549.92602355778,2.66311029524215,6.78311436980815,13,273.071232581368,32064.5654061176,27325.4754934952,299695,51.8874664306641,27960.166015625,0.002,-0.92763412501683,-0.990979898814293,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"213",213,213,"Gauteng","Apr 2023","ZAF.3_1","Cattle",31880,359,1253.84864295274,0.940621637623961,3.34054054690951,8,156.731080369093,29621.5528741002,28728.6239340502,299695,51.8874664306641,27960.166015625,0.002,-0.955338585735244,-0.97544502317796,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Apr"
"214",214,214,"Gauteng","Aug 2015","ZAF.3_1","Cattle",30350,381,143.143658235669,0.104028821392201,0.501317573595131,6,23.8572763726115,25943.1022416055,26684.8530678619,299695,51.8874664306641,27960.166015625,0.002,-0.997053267799694,-0.998072512414123,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"215",215,215,"Gauteng","Aug 2016","ZAF.3_1","Cattle",32616,448,119.389074444771,0.0867653157302113,0.461852280588685,14,8.52779103176934,26708.6076516528,33479.9824718162,299695,51.8874664306641,27960.166015625,0.002,-0.988372217545369,-0.92284063589116,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"216",216,216,"Gauteng","Aug 2017","ZAF.3_1","Cattle",39814,512,118.193938899785,0.0858967579213556,0.423182781159926,7,16.884848414255,33481.1776073612,29296.377768797,299695,51.8874664306641,27960.166015625,0.002,-0.911569337559448,-0.969159169906902,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"217",217,217,"Gauteng","Aug 2018","ZAF.3_1","Cattle",38387,462,193.548328006819,0.140660122097979,0.590182623078125,7,27.6497611438313,29221.02337969,30354.6822390991,299695,51.8874664306641,27960.166015625,0.002,-0.959880704737511,-0.957442214055092,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"218",218,218,"Gauteng","Aug 2019","ZAF.3_1","Cattle",37126,408,101.874161947519,0.0740364549037199,0.411230321540744,13,7.83647399596297,30446.3564051584,27551.3786162035,299695,51.8874664306641,27960.166015625,0.002,-0.945985077831729,-0.988478825645054,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"219",219,219,"Gauteng","Aug 2020","ZAF.3_1","Cattle",36215,474,128.409380286932,0.0933207705573634,0.495613795247848,2,64.204690143466,27524.8433978641,37387.676190421,299695,51.8874664306641,27960.166015625,0.002,-0.979115870772067,-0.879576834151556,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"220",220,220,"Gauteng","Aug 2021","ZAF.3_1","Cattle",36387,380,145.303037926555,0.105598138028019,0.557451889823205,6,24.2171729877591,37370.7825327814,34767.0910939795,299695,51.8874664306641,27960.166015625,0.002,-0.867460105431414,-0.908590488296049,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"221",221,221,"Gauteng","Aug 2022","ZAF.3_1","Cattle",31049,351,138.721896193922,0.10081533153628,0.518823512504728,7,19.8174137419888,34773.6722357122,28508.076934361,299695,51.8874664306641,27960.166015625,0.002,-0.896912078871405,-0.97788679634544,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Aug"
"222",222,222,"Gauteng","Dec 2014","ZAF.3_1","Cattle",49068,432,6640.54442112148,4.82597705023363,8.53613234549178,23,288.719322657456,24738.0384184122,20533.4893987738,299695,51.8874664306641,27960.166015625,0.002,-1.01071903615548,-1.0661769743735,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"223",223,223,"Gauteng","Dec 2015","ZAF.3_1","Cattle",49796,377,3451.64667892456,2.50846415619517,4.68121328392919,24,143.818611621857,23722.3871409707,31532.230081113,299695,51.8874664306641,27960.166015625,0.002,-1.02223681207792,-0.944405062209431,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"224",224,224,"Gauteng","Dec 2016","ZAF.3_1","Cattle",49302,484,5164.51342477649,3.75328010521548,4.89947745872459,27,191.278274991722,29819.3633352611,31602.3985986738,299695,51.8874664306641,27960.166015625,0.002,-0.953095358539681,-0.943628195584071,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"225",225,225,"Gauteng","Dec 2017","ZAF.3_1","Cattle",51730,510,4304.34106644988,3.12815484480369,4.55631514511931,23,187.14526375869,32462.5709570004,28993.8214136496,299695,51.8874664306641,27960.166015625,0.002,-0.923120628255912,-0.972508904841816,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"226",226,226,"Gauteng","Dec 2018","ZAF.3_1","Cattle",44767,416,7015.67229640879,5.09859905262267,7.9034735501231,28,250.559724871743,26282.4901836907,30599.4113368213,299695,51.8874664306641,27960.166015625,0.002,-0.993204511484868,-0.954732710208014,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"227",227,227,"Gauteng","Dec 2019","ZAF.3_1","Cattle",46297,403,5223.93886229768,3.79646719643727,7.75805524727541,23,227.127776621638,32391.1447709324,34910.6964772182,299695,51.8874664306641,27960.166015625,0.002,-0.923930621630998,-0.907000569720906,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"228",228,228,"Gauteng","Dec 2020","ZAF.3_1","Cattle",48498,470,5461.98769588768,3.96946780224396,8.05770410541091,25,218.479507835507,34672.6476436282,36626.6311764456,299695,51.8874664306641,27960.166015625,0.002,-0.898057726634691,-0.888002699372974,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"229",229,229,"Gauteng","Dec 2021","ZAF.3_1","Cattle",45650,376,7041.38856850564,5.11728820385585,6.98707460450039,27,260.792169203913,35047.2303038277,30368.5354387358,299695,51.8874664306641,27960.166015625,0.002,-0.893809852152145,-0.957288839168087,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"230",230,230,"Gauteng","Dec 2022","ZAF.3_1","Cattle",43307,363,5604.10292496905,4.07274921872751,5.73456497562165,29,193.244928447209,31805.8210822724,24053.5282727939,299695,51.8874664306641,27960.166015625,0.002,-0.930568359639917,-1.02720507050186,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Dec"
"231",231,231,"Gauteng","Feb 2015","ZAF.3_1","Cattle",29860,410,1785.92312452197,1.43217572134881,3.22024161825751,19,93.995953922209,26167.6153859347,25175.4300508313,299695,51.8874664306641,27960.166015625,0.002,-0.994507224541087,-1.01478400078873,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"232",232,232,"Gauteng","Feb 2016","ZAF.3_1","Cattle",32969,395,3762.96765318513,2.9170291885156,4.57044503941857,23,163.607289268919,23198.3855221681,35320.9808351789,299695,51.8874664306641,27960.166015625,0.002,-1.02817914027896,-0.902458130523289,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"233",233,233,"Gauteng","Feb 2017","ZAF.3_1","Cattle",34546,422,5654.10254719108,4.53416403142829,11.8441043019372,23,245.830545530047,33429.8459411729,26830.4311708761,299695,51.8874664306641,27960.166015625,0.002,-0.912151453332858,-0.996460752987726,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"234",234,234,"Gauteng","Feb 2018","ZAF.3_1","Cattle",34491,488,3745.96315707266,3.00398007784496,5.23487695750083,22,170.271052594212,28738.5705609946,31205.5522784576,299695,51.8874664306641,27960.166015625,0.002,-0.965351857664016,-0.948021856335215,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"235",235,235,"Gauteng","Feb 2019","ZAF.3_1","Cattle",35443,434,5116.87232993543,4.10334589409417,7.37024917314995,20,255.843616496772,29834.6431055948,27122.1939541444,299695,51.8874664306641,27960.166015625,0.002,-0.952922081574684,-0.993230518450608,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"236",236,236,"Gauteng","Feb 2020","ZAF.3_1","Cattle",33396,420,4220.00341460109,3.27132047643495,6.54631147723667,18,234.444634144505,28019.0628694787,39669.8309731992,299695,51.8874664306641,27960.166015625,0.002,-0.973511280636659,-0.854310091368947,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"237",237,237,"Gauteng","Feb 2021","ZAF.3_1","Cattle",35177,366,4174.25345657766,3.34743661313365,6.57839436082733,21,198.773974122746,39715.5809312227,32513.2590712123,299695,51.8874664306641,27960.166015625,0.002,-0.840869421073126,-0.933543657302904,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"238",238,238,"Gauteng","Feb 2022","ZAF.3_1","Cattle",33584,361,3858.98219516128,3.09461282691362,9.71427720951451,20,192.949109758064,32828.5303326287,28641.8670048163,299695,51.8874664306641,27960.166015625,0.002,-0.918970544286323,-0.97640554742991,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"239",239,239,"Gauteng","Feb 2023","ZAF.3_1","Cattle",31519,349,5106.76901324093,4.09524379570243,7.31558248691453,21,243.179476820997,27394.0801867366,27119.9662508976,299695,51.8874664306641,27960.166015625,0.002,-0.98059876297938,-0.993255182336405,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Feb"
"240",240,240,"Gauteng","Jan 2015","ZAF.3_1","Cattle",29208,441,4307.53914014995,3.13047902627177,6.28170001622389,24,179.480797506248,25756.2420690954,23198.3855221681,299695,51.8874664306641,27960.166015625,0.002,-0.999172315590606,-1.03667273329385,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"241",241,241,"Gauteng","Jan 2016","ZAF.3_1","Cattle",30541,386,6972.43526354432,5.06717679036651,9.15631935843667,21,332.020726835444,20533.4893987738,33429.8459411729,299695,51.8874664306641,27960.166015625,0.002,-1.05839982437356,-0.923395719548648,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"242",242,242,"Gauteng","Jan 2017","ZAF.3_1","Cattle",34034,413,8870.05112360418,6.44625808401466,14.570399133773,19,466.844795979167,31532.2300811131,28738.5705609946,299695,51.8874664306641,27960.166015625,0.002,-0.933670959829311,-0.975334899681318,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"243",243,243,"Gauteng","Jan 2018","ZAF.3_1","Cattle",35437,518,6006.22308592498,4.36498770779432,10.3339340632967,20,300.311154296249,31602.3985986738,29834.6431055948,299695,51.8874664306641,27960.166015625,0.002,-0.932875228774742,-0.963199796810784,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"244",244,244,"Gauteng","Jan 2019","ZAF.3_1","Cattle",39093,425,6847.04477787018,4.97604998391728,7.6198246953549,27,253.594251032229,28993.8214136496,28019.0628694787,299695,51.8874664306641,27960.166015625,0.002,-0.962457240003221,-0.983300886874137,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"245",245,245,"Gauteng","Jan 2020","ZAF.3_1","Cattle",36245,411,4266.69631052762,3.10079673730205,5.30484345427587,22,193.940741387619,30599.4113368213,39715.5809312227,299695,51.8874664306641,27960.166015625,0.002,-0.944249391138991,-0.853803573392858,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"246",246,246,"Gauteng","Jan 2021","ZAF.3_1","Cattle",33516,479,9071.58076453209,6.59271857887506,11.4560313049457,25,362.863230581284,34910.6964772182,32828.5303326286,299695,51.8874664306641,27960.166015625,0.002,-0.895358184789192,-0.930053150029222,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"247",247,247,"Gauteng","Jan 2022","ZAF.3_1","Cattle",30768,385,5273.47992071509,3.83247087261271,6.47862282772367,25,210.939196828604,36626.6311764456,27394.0801867366,299695,51.8874664306641,27960.166015625,0.002,-0.875898994610232,-0.990220345978136,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"248",248,248,"Gauteng","Jan 2023","ZAF.3_1","Cattle",27940,352,2299.02466871589,1.67080281156678,4.02246808996278,15,153.268311247726,30368.5354387358,29159.6013103959,299695,51.8874664306641,27960.166015625,0.002,-0.946867589844692,-0.970673482441361,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jan"
"249",249,249,"Gauteng","Jul 2015","ZAF.3_1","Cattle",34637,372,49.6062323898077,0.0360510409809649,0.216964908422738,7,7.08660462711539,25896.1517895907,26708.6076516528,299695,51.8874664306641,27960.166015625,0.002,-0.997585699351522,-0.997809514933373,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"250",250,250,"Gauteng","Jul 2016","ZAF.3_1","Cattle",30869,400,323.861599415541,0.235364534458969,1.18313359624963,4,80.9653998538852,26434.352284627,33481.1776073612,299695,51.8874664306641,27960.166015625,0.002,-0.991482351833672,-0.922827404018093,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"251",251,251,"Gauteng","Jul 2017","ZAF.3_1","Cattle",34398,427,12.8595579266548,0.00934560895832472,0.0865076082952442,1,12.8595579266548,33792.1796488501,29221.02337969,299695,51.8874664306641,27960.166015625,0.002,-0.908042485474633,-0.969993451604829,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"252",252,252,"Gauteng","Jul 2018","ZAF.3_1","Cattle",35268,453,200.801911689341,0.145931621867254,0.662128896789483,10,20.0801911689341,29033.0810259273,30446.3564051584,299695,51.8874664306641,27960.166015625,0.002,-0.962012024773289,-0.956427248904126,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"253",253,253,"Gauteng","Jul 2019","ZAF.3_1","Cattle",37241,439,13.8171088136733,0.0100415034983091,0.105014563038708,4,3.45427720341831,30633.3412080341,27524.8433978641,299695,51.8874664306641,27960.166015625,0.002,-0.943864616696831,-0.988772608758067,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"254",254,254,"Gauteng","Jul 2020","ZAF.3_1","Cattle",39547,465,84.7236170030665,0.0615723960778099,0.204126972800747,4,21.1809042507666,27453.9368896747,37370.7825327814,299695,51.8874664306641,27960.166015625,0.002,-0.979919970851403,-0.879763871290956,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"255",255,255,"Gauteng","Jul 2021","ZAF.3_1","Cattle",34023,371,4.66953319311142,0.00339355609964493,0.0365406574280845,0,Inf,37450.8366165913,34773.6722357122,299695,51.8874664306641,27960.166015625,0.002,-0.866552269228696,-0.908517625571474,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"256",256,256,"Gauteng","Jul 2022","ZAF.3_1","Cattle",36151,358,12.0158379375935,0.00873244036162315,0.0858973657599197,2,6.00791896879673,34766.3259309677,28532.0980198692,299695,51.8874664306641,27960.166015625,0.002,-0.896995388067961,-0.977620848306563,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jul"
"257",257,257,"Gauteng","Jun 2015","ZAF.3_1","Cattle",33685,444,169.830524496734,0.12740474455869,0.501911079113532,9,18.8700582774149,25827.108670719,26434.352284627,299695,51.8874664306641,27960.166015625,0.002,-0.998368668063139,-1.00084591713873,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"258",258,258,"Gauteng","Jun 2016","ZAF.3_1","Cattle",35348,391,333.810148332268,0.250420216303277,1.30540129960937,2,166.905074166134,26270.3726607915,33792.1796488501,299695,51.8874664306641,27960.166015625,0.002,-0.993341927659679,-0.919384163162361,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"259",259,259,"Gauteng","Jun 2017","ZAF.3_1","Cattle",34496,418,47.2313580811024,0.0354323766549905,0.196930970260441,7,6.74733686872891,34078.7584391013,29033.0810259273,299695,51.8874664306641,27960.166015625,0.002,-0.904792600042941,-0.97207424434786,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"260",260,260,"Gauteng","Jun 2018","ZAF.3_1","Cattle",35034,519,169.44758900255,0.127117471119692,0.477560025905572,13,13.0344299232731,28910.8647950059,30633.3412080341,299695,51.8874664306641,27960.166015625,0.002,-0.963397991780965,-0.95435705762956,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"261",261,261,"Gauteng","Jun 2019","ZAF.3_1","Cattle",30338,430,179.501014203358,0.134659425508896,0.455439966011424,12,14.9584178502798,30623.2877828333,27453.9368896747,299695,51.8874664306641,27960.166015625,0.002,-0.943978625413492,-0.989557646003373,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"262",262,262,"Gauteng","Jun 2020","ZAF.3_1","Cattle",35971,456,310.398545930524,0.232857123728825,0.743337617672122,7,44.3426494186463,27323.0393579476,37450.8366165913,299695,51.8874664306641,27960.166015625,0.002,-0.981404386292725,-0.878877557198859,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"263",263,263,"Gauteng","Jun 2021","ZAF.3_1","Cattle",33990,402,107.849638998508,0.0809074561129096,0.401647633770293,7,15.4070912855012,37653.3855235234,34766.3259309677,299695,51.8874664306641,27960.166015625,0.002,-0.864255306703078,-0.908598959753442,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"264",264,264,"Gauteng","Jun 2022","ZAF.3_1","Cattle",34544,357,352.866208944212,0.264715835667076,0.885177664779249,11,32.0787462676556,34521.309361022,28521.3550625901,299695,51.8874664306641,27960.166015625,0.002,-0.899773946036232,-0.977739788327785,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Jun"
"265",265,265,"Gauteng","Mar 2015","ZAF.3_1","Cattle",34802,419,3688.67764668912,2.68072503393104,5.19252994171506,19,194.140928773111,25869.9691428691,26062.4264136087,299695,51.8874664306641,27960.166015625,0.002,-0.99788261805255,-1.00496367259867,-1.19633544266271,-0.252116366600983,-0.708647156519114,"Mar"
